Student_ID,Age,Gender,Course,Logins,Content_Reads,Forum_Posts,Quiz_Reviews,Assignment1_Late,Assignment2_Late,Assignment3_Late,Avg_Assignment_Time,Engagement_Level,Risk_Score,Risk_Level,Dropout,Suggestion
STU2265,20,Female,EEE,15,219,27,0,0,0,0,92,Low,71.8,High Risk,Yes,"Attend mentoring, increase activity"
STU2266,20,Female,EEE,147,423,13,6,0,0,0,274,Low,50.6,Medium Risk,No,Improve consistency
STU2267,18,Male,EEE,196,290,3,5,0,0,0,238,Low,52.07,Medium Risk,No,Improve consistency
STU2268,23,Female,ECE,73,262,19,4,0,0,0,282,Low,60.87,Medium Risk,No,Improve consistency
STU2269,21,Female,ECE,27,28,33,0,0,0,0,228,Low,66.6,Medium Risk,No,Improve consistency
STU2270,22,Female,IT,185,721,11,0,0,1,1,234,High,78.73,High Risk,Yes,"Attend mentoring, increase activity"
STU2271,20,Female,IT,297,741,32,5,0,0,1,122,High,31.2,Low Risk,No,Maintain performance
STU2272,18,Female,EEE,13,145,23,9,0,1,0,149,Low,66.47,Medium Risk,No,Improve consistency
STU2273,22,Male,EEE,275,232,19,6,0,0,0,194,Low,29.93,Low Risk,No,Maintain performance
STU2274,23,Male,ECE,97,12,4,9,0,1,1,182,Low,76.67,High Risk,Yes,"Attend mentoring, increase activity"
STU2275,21,Male,IT,21,245,37,9,1,0,1,20,Low,67,Medium Risk,No,Improve consistency
STU2276,23,Female,EEE,158,474,29,0,1,1,1,168,Low,81.53,High Risk,Yes,"Attend mentoring, increase activity"
STU2277,20,Female,IT,153,237,23,8,0,0,0,214,Low,39.8,Low Risk,No,Maintain performance
STU2278,22,Female,IT,271,663,42,3,0,0,1,239,High,32.67,Low Risk,No,Maintain performance
STU2279,22,Male,EEE,110,508,39,4,0,0,0,35,Low,43.93,Medium Risk,No,Improve consistency
STU2280,22,Female,ECE,39,530,6,1,0,0,1,168,Low,89.2,High Risk,Yes,"Attend mentoring, increase activity"
STU2281,20,Female,EEE,123,711,35,9,0,0,1,287,High,44.6,Medium Risk,No,Improve consistency
STU2282,20,Female,EEE,18,686,37,7,0,0,1,157,Low,61.4,Medium Risk,No,Improve consistency
STU2283,23,Male,IT,18,148,15,1,0,0,0,275,Low,76.6,High Risk,Yes,"Attend mentoring, increase activity"
STU2284,19,Female,EEE,270,285,14,2,0,0,1,92,Low,51.6,Medium Risk,No,Improve consistency
STU2285,23,Male,ECE,144,300,45,8,0,0,0,35,Low,27.8,Low Risk,No,Maintain performance
STU2286,21,Female,EEE,298,62,22,1,0,0,0,80,Low,35.07,Low Risk,No,Maintain performance
STU2287,18,Male,ECE,123,696,11,5,0,0,1,46,Low,67,Medium Risk,No,Improve consistency
STU2288,22,Male,ECE,242,119,28,3,0,1,0,142,Low,44.93,Medium Risk,No,Improve consistency
STU2289,19,Male,IT,38,724,43,6,0,1,0,135,Low,57.13,Medium Risk,No,Improve consistency
STU2290,18,Female,CSE,173,657,47,5,0,1,1,124,High,48.73,Medium Risk,No,Improve consistency
STU2291,19,Female,CSE,14,13,14,9,1,1,1,101,Low,91.73,High Risk,Yes,"Attend mentoring, increase activity"
STU2292,24,Male,IT,126,676,28,8,0,0,1,251,High,50.4,Medium Risk,No,Improve consistency
STU2293,23,Male,EEE,149,693,44,8,0,1,0,209,High,37.73,Low Risk,No,Maintain performance
STU2294,20,Female,IT,227,56,42,9,0,0,1,216,Low,26.53,Low Risk,No,Maintain performance
STU2295,22,Female,ECE,261,103,48,3,0,0,0,126,Low,20.4,Low Risk,No,Maintain performance
STU2296,23,Male,CSE,272,569,20,0,0,1,1,228,High,61.73,Medium Risk,No,Improve consistency
STU2297,18,Female,IT,8,761,14,1,0,0,0,252,Low,78.53,High Risk,Yes,"Attend mentoring, increase activity"
STU2298,24,Female,EEE,110,222,13,7,0,0,1,291,Low,63.53,Medium Risk,No,Improve consistency
STU2299,24,Female,IT,89,445,41,9,0,0,0,181,Low,35.53,Low Risk,No,Maintain performance
STU2300,24,Female,CSE,218,517,43,7,1,0,1,85,High,41.13,Medium Risk,No,Improve consistency
STU2301,18,Male,IT,125,660,15,1,0,0,0,218,Low,62.33,Medium Risk,No,Improve consistency
STU2302,18,Female,IT,136,214,14,3,0,0,0,114,Low,57.47,Medium Risk,No,Improve consistency
STU2303,18,Female,CSE,201,390,41,0,0,0,0,35,High,38.6,Low Risk,No,Maintain performance
STU2304,18,Male,ECE,23,82,3,6,0,0,1,88,Low,83.13,High Risk,Yes,"Attend mentoring, increase activity"
STU2305,24,Male,ECE,134,525,26,3,0,0,0,137,Low,50.53,Medium Risk,No,Improve consistency
STU2306,24,Female,CSE,16,85,22,7,0,0,0,146,Low,60.67,Medium Risk,No,Improve consistency
STU2307,19,Female,IT,85,86,28,8,1,1,0,45,Low,65.87,Medium Risk,No,Improve consistency
STU2308,23,Female,CSE,266,777,40,8,0,0,1,68,High,24.53,Low Risk,No,Maintain performance
STU2309,22,Female,ECE,129,419,8,2,1,1,0,239,Low,84,High Risk,Yes,"Attend mentoring, increase activity"
STU2310,20,Male,EEE,271,623,42,4,0,0,0,133,High,20.67,Low Risk,No,Maintain performance
STU2311,24,Male,IT,144,115,42,5,1,0,0,97,Low,45.6,Medium Risk,No,Improve consistency
STU2312,20,Male,ECE,6,560,6,5,0,0,1,150,Low,85.6,High Risk,Yes,"Attend mentoring, increase activity"
STU2313,23,Female,IT,12,485,41,9,0,0,0,282,Low,45.8,Medium Risk,No,Improve consistency
STU2314,23,Female,CSE,254,284,3,7,0,0,1,60,Low,50.33,Medium Risk,No,Improve consistency
STU2315,20,Female,EEE,143,97,4,5,0,0,1,64,Low,68.53,Medium Risk,No,Improve consistency
STU2316,24,Female,CSE,128,732,4,5,0,0,0,159,Low,60.53,Medium Risk,No,Improve consistency
STU2317,20,Male,EEE,232,86,10,3,0,0,0,162,Low,47.07,Medium Risk,No,Improve consistency
STU2318,19,Male,IT,14,86,40,6,0,0,1,228,Low,62.13,Medium Risk,No,Improve consistency
STU2319,21,Female,IT,216,451,27,7,0,1,1,228,High,51,Medium Risk,No,Improve consistency
STU2320,24,Male,CSE,116,549,15,2,0,0,1,267,Low,71.53,High Risk,Yes,"Attend mentoring, increase activity"
STU2321,24,Female,EEE,12,254,40,6,0,0,0,54,Low,52.4,Medium Risk,No,Improve consistency
STU2322,22,Female,EEE,296,587,29,2,0,0,0,278,High,29.13,Low Risk,No,Maintain performance
STU2323,18,Male,IT,257,787,3,7,0,0,0,169,High,39.93,Low Risk,No,Maintain performance
STU2324,21,Female,CSE,18,391,1,0,0,1,0,287,Low,97,High Risk,Yes,"Attend mentoring, increase activity"
STU2325,23,Female,EEE,244,726,45,0,0,1,0,64,High,40.47,Medium Risk,No,Improve consistency
STU2326,24,Male,IT,246,579,2,5,0,0,0,154,High,46,Medium Risk,No,Improve consistency
STU2327,20,Female,ECE,153,722,49,9,0,0,0,244,High,22.2,Low Risk,No,Maintain performance
STU2328,21,Female,CSE,240,746,20,8,0,0,0,188,High,30,Low Risk,No,Maintain performance
STU2329,22,Male,ECE,171,151,5,3,1,0,0,217,Low,68.2,Medium Risk,No,Improve consistency
STU2330,23,Female,CSE,24,377,42,5,0,0,0,145,Low,51.6,Medium Risk,No,Improve consistency
STU2331,18,Male,IT,220,93,17,4,0,1,1,284,Low,62.47,Medium Risk,No,Improve consistency
STU2332,18,Female,EEE,139,152,43,0,0,1,0,192,Low,55.67,Medium Risk,No,Improve consistency
STU2333,22,Male,EEE,133,361,4,5,1,0,0,70,Low,69.87,Medium Risk,No,Improve consistency
STU2334,22,Male,EEE,298,554,8,8,0,0,0,72,High,29.47,Low Risk,No,Maintain performance
STU2335,20,Male,CSE,250,161,19,2,0,1,0,224,Low,51.27,Medium Risk,No,Improve consistency
STU2336,24,Female,IT,193,167,27,2,0,0,0,148,Low,44.07,Medium Risk,No,Improve consistency
STU2337,18,Male,ECE,48,455,25,1,0,0,0,143,Low,66.6,Medium Risk,No,Improve consistency
STU2338,23,Male,IT,90,662,17,3,0,0,0,43,Low,61.8,Medium Risk,No,Improve consistency
STU2339,21,Male,ECE,48,772,18,9,0,0,1,202,Low,64.8,Medium Risk,No,Improve consistency
STU2340,23,Male,CSE,149,312,2,2,0,0,0,96,Low,64.93,Medium Risk,No,Improve consistency
STU2341,19,Male,CSE,55,633,8,1,1,0,0,219,Low,85.87,High Risk,Yes,"Attend mentoring, increase activity"
STU2342,19,Female,ECE,246,665,35,0,0,0,1,90,High,46.2,Medium Risk,No,Improve consistency
STU2343,22,Female,ECE,298,459,30,2,0,0,0,199,High,28.27,Low Risk,No,Maintain performance
STU2344,20,Female,ECE,55,730,48,9,0,0,1,242,High,45.87,Medium Risk,No,Improve consistency
STU2345,19,Female,IT,270,233,16,5,0,0,0,178,Low,34.4,Low Risk,No,Maintain performance
STU2346,18,Female,ECE,124,52,22,8,1,0,0,260,Low,54.27,Medium Risk,No,Improve consistency
STU2347,23,Female,CSE,204,273,33,4,1,0,0,177,Low,45,Medium Risk,No,Improve consistency
STU2348,23,Female,CSE,252,765,40,2,1,0,1,240,High,48.4,Medium Risk,No,Improve consistency
STU2349,22,Male,EEE,74,12,40,4,1,0,0,159,Low,58.13,Medium Risk,No,Improve consistency
STU2350,24,Female,ECE,61,646,4,4,0,0,0,161,Low,71.47,High Risk,Yes,"Attend mentoring, increase activity"
STU2351,24,Male,IT,43,277,14,4,0,1,0,47,Low,77.87,High Risk,Yes,"Attend mentoring, increase activity"
STU2352,21,Male,IT,293,605,46,6,0,0,0,284,High,11.33,Low Risk,No,Maintain performance
STU2353,22,Female,IT,22,25,2,4,0,0,1,114,Low,87.87,High Risk,Yes,"Attend mentoring, increase activity"
STU2354,21,Male,EEE,224,343,18,6,1,0,0,71,Low,47.33,Medium Risk,No,Improve consistency
STU2355,24,Male,CSE,248,473,27,8,0,0,1,25,High,34.73,Low Risk,No,Maintain performance
STU2356,22,Male,IT,287,68,2,4,0,0,0,159,Low,42.53,Medium Risk,No,Improve consistency
STU2357,22,Male,CSE,78,186,37,1,1,0,1,151,Low,75.4,High Risk,Yes,"Attend mentoring, increase activity"
STU2358,22,Female,EEE,114,72,3,4,0,1,0,125,Low,75,High Risk,Yes,"Attend mentoring, increase activity"
STU2359,24,Female,ECE,184,570,23,7,1,0,1,74,High,57.67,Medium Risk,No,Improve consistency
STU2360,21,Female,ECE,36,316,30,3,0,1,0,203,Low,71.2,High Risk,Yes,"Attend mentoring, increase activity"
STU2361,21,Female,ECE,238,255,44,1,0,0,1,170,High,39.87,Low Risk,No,Maintain performance
STU2362,22,Female,IT,286,298,44,9,0,0,0,287,High,7.47,Low Risk,No,Maintain performance
STU2363,19,Female,ECE,29,341,10,2,0,1,0,48,Low,86.13,High Risk,Yes,"Attend mentoring, increase activity"
STU2364,20,Female,IT,283,536,36,8,0,0,1,178,High,24.67,Low Risk,No,Maintain performance
STU2365,24,Female,EEE,230,264,0,8,0,1,0,77,Low,53.33,Medium Risk,No,Improve consistency
STU2366,20,Female,EEE,61,613,8,7,1,1,1,16,Low,93.07,High Risk,Yes,"Attend mentoring, increase activity"
STU2367,20,Female,IT,184,519,16,7,0,1,0,94,Low,51.87,Medium Risk,No,Improve consistency
STU2368,21,Male,CSE,236,727,0,7,0,0,0,208,High,44.53,Medium Risk,No,Improve consistency
STU2369,21,Female,ECE,291,615,2,7,0,0,1,141,High,46,Medium Risk,No,Improve consistency
STU2370,19,Male,ECE,68,746,46,7,1,1,0,85,High,59.33,Medium Risk,No,Improve consistency
STU2371,20,Male,ECE,236,472,25,0,0,0,0,259,High,43.53,Medium Risk,No,Improve consistency
STU2372,20,Male,IT,293,208,30,5,0,0,1,218,High,32.93,Low Risk,No,Maintain performance
STU2373,22,Male,EEE,217,280,25,8,0,0,0,93,Low,30.07,Low Risk,No,Maintain performance
STU2374,21,Female,ECE,262,755,22,7,0,0,0,232,High,27.87,Low Risk,No,Maintain performance
STU2375,20,Male,EEE,22,567,29,2,1,0,0,262,Low,75.67,High Risk,Yes,"Attend mentoring, increase activity"
STU2376,23,Female,ECE,179,73,9,0,0,0,1,40,Low,70.73,High Risk,Yes,"Attend mentoring, increase activity"
STU2377,19,Female,ECE,233,239,7,1,0,0,1,210,Low,62.73,Medium Risk,No,Improve consistency
STU2378,23,Male,IT,230,258,43,1,1,0,1,61,High,51.53,Medium Risk,No,Improve consistency
STU2379,23,Female,CSE,88,255,24,6,0,0,0,81,Low,51.87,Medium Risk,No,Improve consistency
STU2380,24,Male,IT,295,596,21,5,0,1,0,30,High,38.07,Low Risk,No,Maintain performance
STU2381,24,Male,ECE,250,166,14,1,0,0,0,25,Low,46.27,Medium Risk,No,Improve consistency
STU2382,19,Female,ECE,114,744,40,7,0,0,0,25,High,36.8,Low Risk,No,Maintain performance
STU2383,23,Female,CSE,258,711,9,8,0,0,0,184,High,34.2,Low Risk,No,Maintain performance
STU2384,20,Male,EEE,92,573,19,6,1,0,0,87,Low,64.33,Medium Risk,No,Improve consistency
STU2385,21,Female,EEE,76,97,40,3,0,0,1,249,Low,59.87,Medium Risk,No,Improve consistency
STU2386,19,Female,ECE,34,322,46,0,0,1,1,46,Low,77.87,High Risk,Yes,"Attend mentoring, increase activity"
STU2387,22,Female,EEE,176,75,22,3,0,1,0,241,Low,57.33,Medium Risk,No,Improve consistency
STU2388,23,Male,ECE,181,671,0,3,0,1,1,222,Low,79.87,High Risk,Yes,"Attend mentoring, increase activity"
STU2389,19,Male,CSE,143,29,1,7,0,0,1,202,Low,66.33,Medium Risk,No,Improve consistency
STU2390,18,Female,CSE,198,42,18,3,0,0,0,69,Low,46.8,Medium Risk,No,Improve consistency
STU2391,18,Female,ECE,190,567,13,3,0,0,0,198,Low,50.87,Medium Risk,No,Improve consistency
STU2392,24,Female,CSE,222,82,7,1,0,0,0,276,Low,54.2,Medium Risk,No,Improve consistency
STU2393,21,Female,IT,168,352,37,9,0,0,0,135,Low,27.4,Low Risk,No,Maintain performance
STU2394,20,Female,IT,165,142,11,6,0,0,0,212,Low,49.4,Medium Risk,No,Improve consistency
STU2395,21,Male,CSE,17,64,25,3,0,0,0,41,Low,66.73,Medium Risk,No,Improve consistency
STU2396,21,Female,ECE,93,70,26,5,0,0,1,270,Low,62,Medium Risk,No,Improve consistency
STU2397,21,Male,ECE,46,529,28,2,0,0,0,103,Low,63.07,Medium Risk,No,Improve consistency
STU2398,21,Female,CSE,214,281,14,6,0,0,0,109,Low,41.07,Medium Risk,No,Improve consistency
STU2399,22,Male,EEE,233,255,45,5,0,1,0,294,High,31.93,Low Risk,No,Maintain performance
STU2400,22,Female,IT,279,185,0,2,0,0,0,34,Low,48.8,Medium Risk,No,Improve consistency
STU2401,24,Male,EEE,283,637,42,3,0,0,0,126,High,21.07,Low Risk,No,Maintain performance
STU2402,19,Female,ECE,255,326,27,9,0,0,0,208,High,21.8,Low Risk,No,Maintain performance
STU2403,18,Male,ECE,212,792,2,4,0,1,1,288,High,72.53,High Risk,Yes,"Attend mentoring, increase activity"
STU2404,21,Male,EEE,144,714,17,8,0,0,0,79,High,44.6,Medium Risk,No,Improve consistency
STU2405,24,Male,CSE,284,671,33,5,0,1,1,88,High,42.33,Medium Risk,No,Improve consistency
STU2406,19,Male,EEE,38,140,31,3,0,0,0,23,Low,60.33,Medium Risk,No,Improve consistency
STU2407,18,Male,EEE,22,111,28,6,1,1,0,38,Low,78.27,High Risk,Yes,"Attend mentoring, increase activity"
STU2408,23,Male,IT,61,319,24,1,0,0,0,153,Low,65.47,Medium Risk,No,Improve consistency
STU2409,20,Female,IT,116,791,25,3,0,0,1,19,High,63.53,Medium Risk,No,Improve consistency
STU2410,22,Male,EEE,9,301,38,4,0,0,1,56,Low,68,Medium Risk,No,Improve consistency
STU2411,23,Female,EEE,186,731,7,3,0,0,0,269,High,55,Medium Risk,No,Improve consistency
STU2412,18,Female,ECE,17,504,18,3,1,1,0,21,Low,90.93,High Risk,Yes,"Attend mentoring, increase activity"
STU2413,23,Female,IT,289,370,46,8,0,0,0,235,High,7.87,Low Risk,No,Maintain performance
STU2414,20,Female,IT,263,347,41,1,0,0,1,269,High,38.33,Low Risk,No,Maintain performance
STU2415,24,Female,ECE,94,588,21,5,0,1,0,93,Low,64.87,Medium Risk,No,Improve consistency
STU2416,18,Male,CSE,108,19,28,7,0,0,0,15,Low,44.8,Medium Risk,No,Improve consistency
STU2417,23,Male,IT,190,58,32,7,0,1,0,256,Low,41.47,Medium Risk,No,Improve consistency
STU2418,22,Male,IT,254,496,37,6,0,0,0,44,High,21.93,Low Risk,No,Maintain performance
STU2419,22,Female,CSE,259,632,44,9,0,1,1,184,High,31.07,Low Risk,No,Maintain performance
STU2420,19,Male,IT,80,330,45,3,0,0,0,74,Low,46.33,Medium Risk,No,Improve consistency
STU2421,23,Male,IT,112,740,34,6,0,0,0,156,High,42.67,Medium Risk,No,Improve consistency
STU2422,21,Male,CSE,160,578,42,9,0,0,0,66,High,25.47,Low Risk,No,Maintain performance
STU2423,23,Male,CSE,86,634,2,5,0,0,0,202,Low,67.33,Medium Risk,No,Improve consistency
STU2424,24,Male,EEE,81,142,18,5,0,0,0,22,Low,58.4,Medium Risk,No,Improve consistency
STU2425,18,Female,ECE,262,592,9,1,0,0,1,27,High,57.67,Medium Risk,No,Improve consistency
STU2426,18,Male,ECE,131,92,26,7,1,1,0,255,Low,62.93,Medium Risk,No,Improve consistency
STU2427,24,Female,CSE,286,66,14,7,1,1,0,172,Low,49.47,Medium Risk,No,Improve consistency
STU2428,23,Female,CSE,92,385,10,6,0,1,0,123,Low,69.73,Medium Risk,No,Improve consistency
STU2429,24,Female,IT,208,358,46,8,0,1,1,291,High,38.67,Low Risk,No,Maintain performance
STU2430,20,Female,EEE,20,280,25,7,1,1,0,242,Low,78.33,High Risk,Yes,"Attend mentoring, increase activity"
STU2431,24,Female,EEE,155,492,23,8,0,1,1,175,Low,59.53,Medium Risk,No,Improve consistency
STU2432,22,Male,CSE,258,120,12,8,0,1,0,35,Low,42.4,Medium Risk,No,Improve consistency
STU2433,24,Male,IT,192,85,31,5,0,0,1,135,Low,45.8,Medium Risk,No,Improve consistency
STU2434,18,Male,IT,36,167,36,1,0,1,0,290,Low,71.6,High Risk,Yes,"Attend mentoring, increase activity"
STU2435,22,Female,ECE,275,541,3,6,0,1,0,295,High,49.53,Medium Risk,No,Improve consistency
STU2436,18,Male,ECE,9,652,12,2,0,0,0,292,Low,77.6,High Risk,Yes,"Attend mentoring, increase activity"
STU2437,19,Male,IT,173,338,8,6,0,0,1,148,Low,60.13,Medium Risk,No,Improve consistency
STU2438,21,Female,ECE,185,131,48,8,0,0,1,110,Low,30.53,Low Risk,No,Maintain performance
STU2439,18,Female,CSE,182,50,33,9,0,1,1,20,Low,47.93,Medium Risk,No,Improve consistency
STU2440,22,Female,IT,147,176,36,9,0,1,1,225,Low,50.8,Medium Risk,No,Improve consistency
STU2441,19,Female,ECE,252,651,47,1,0,0,0,39,High,26.2,Low Risk,No,Maintain performance
STU2442,18,Male,EEE,131,32,6,5,0,0,0,103,Low,58.93,Medium Risk,No,Improve consistency
STU2443,20,Female,IT,267,288,0,5,1,0,1,125,Low,64.4,Medium Risk,No,Improve consistency
STU2444,24,Female,IT,44,772,11,8,1,0,1,280,Low,81.53,High Risk,Yes,"Attend mentoring, increase activity"
STU2445,21,Male,EEE,259,478,20,8,1,0,0,48,High,37.47,Low Risk,No,Maintain performance
STU2446,18,Male,CSE,147,409,10,4,0,0,0,33,Low,56.4,Medium Risk,No,Improve consistency
STU2447,19,Female,EEE,244,18,43,4,0,1,0,273,Low,33.67,Low Risk,No,Maintain performance
STU2448,20,Male,IT,232,22,43,8,0,0,0,52,Low,17.27,Low Risk,No,Maintain performance
STU2449,23,Female,CSE,202,61,43,7,0,0,0,179,Low,23.27,Low Risk,No,Maintain performance
STU2450,19,Female,ECE,69,218,13,6,0,1,0,178,Low,71,High Risk,Yes,"Attend mentoring, increase activity"
STU2451,24,Male,ECE,15,559,33,7,0,0,0,35,Low,54.2,Medium Risk,No,Improve consistency
STU2452,19,Male,ECE,112,621,33,5,0,0,1,189,Low,55.27,Medium Risk,No,Improve consistency
STU2453,20,Female,IT,30,714,24,2,0,0,1,159,Low,77.6,High Risk,Yes,"Attend mentoring, increase activity"
STU2454,19,Female,EEE,155,411,3,6,0,0,1,142,Low,65.53,Medium Risk,No,Improve consistency
STU2455,20,Female,CSE,225,200,25,7,0,1,1,152,Low,51,Medium Risk,No,Improve consistency
STU2456,18,Male,ECE,241,60,15,7,0,1,0,173,Low,44.87,Medium Risk,No,Improve consistency
STU2457,20,Female,CSE,241,402,9,0,0,0,1,110,Low,62.47,Medium Risk,No,Improve consistency
STU2458,20,Female,IT,223,662,44,6,1,0,0,72,High,31.87,Low Risk,No,Maintain performance
STU2459,21,Female,ECE,155,689,1,2,0,0,1,102,Low,74.73,High Risk,Yes,"Attend mentoring, increase activity"
STU2460,20,Female,IT,127,630,34,1,0,0,0,216,High,50.67,Medium Risk,No,Improve consistency
STU2461,20,Female,EEE,148,728,18,1,0,1,1,81,High,77.47,High Risk,Yes,"Attend mentoring, increase activity"
STU2462,23,Male,IT,193,309,5,7,1,0,0,69,Low,57.27,Medium Risk,No,Improve consistency
STU2463,18,Female,IT,259,631,18,8,0,0,0,38,High,28.67,Low Risk,No,Maintain performance
STU2464,24,Female,EEE,72,205,7,2,0,1,0,28,Low,82.2,High Risk,Yes,"Attend mentoring, increase activity"
STU2465,21,Female,CSE,108,426,13,2,1,1,0,82,Low,83.8,High Risk,Yes,"Attend mentoring, increase activity"
STU2466,23,Female,EEE,163,673,9,5,0,0,0,255,Low,52.87,Medium Risk,No,Improve consistency
STU2467,22,Male,EEE,94,429,2,9,0,1,0,96,Low,68.27,Medium Risk,No,Improve consistency
STU2468,18,Male,IT,260,764,37,0,0,0,1,192,High,43.13,Medium Risk,No,Improve consistency
STU2469,18,Male,CSE,224,649,28,5,0,0,0,206,High,33.33,Low Risk,No,Maintain performance
STU2470,22,Female,ECE,13,626,14,2,0,0,0,253,Low,75.87,High Risk,Yes,"Attend mentoring, increase activity"
STU2471,24,Female,EEE,16,531,22,3,0,0,0,127,Low,68.67,Medium Risk,No,Improve consistency
STU2472,20,Male,CSE,248,365,22,8,0,0,0,91,High,27.73,Low Risk,No,Maintain performance
STU2473,23,Male,EEE,186,157,17,2,0,0,0,256,Low,51,Medium Risk,No,Improve consistency
STU2474,19,Male,EEE,288,374,45,0,0,0,0,243,High,24.6,Low Risk,No,Maintain performance
STU2475,21,Female,EEE,103,373,18,2,0,0,1,162,Low,71.47,High Risk,Yes,"Attend mentoring, increase activity"
STU2476,19,Female,EEE,201,661,27,6,0,0,0,281,High,35,Low Risk,No,Maintain performance
STU2477,22,Male,IT,230,711,25,6,0,0,1,44,High,42.33,Medium Risk,No,Improve consistency
STU2478,18,Male,CSE,107,411,9,4,0,0,1,222,Low,72.33,High Risk,Yes,"Attend mentoring, increase activity"
STU2479,24,Male,CSE,110,615,46,0,0,0,1,220,High,57.73,Medium Risk,No,Improve consistency
STU2480,18,Female,CSE,62,501,3,7,0,0,0,148,Low,65.93,Medium Risk,No,Improve consistency
STU2481,21,Female,EEE,82,238,1,9,0,1,0,198,Low,70.47,High Risk,Yes,"Attend mentoring, increase activity"
STU2482,18,Female,IT,79,584,2,7,0,0,0,261,Low,64.27,Medium Risk,No,Improve consistency
STU2483,18,Male,EEE,46,546,6,9,1,0,1,159,Low,82.27,High Risk,Yes,"Attend mentoring, increase activity"
STU2484,21,Male,EEE,185,277,15,9,0,0,0,228,Low,38.33,Low Risk,No,Maintain performance
STU2485,23,Female,CSE,37,414,30,9,0,1,1,91,Low,69.07,Medium Risk,No,Improve consistency
STU2486,23,Male,EEE,75,20,9,1,0,1,0,199,Low,82.6,High Risk,Yes,"Attend mentoring, increase activity"
STU2487,21,Female,ECE,60,329,18,9,0,0,0,243,Low,53.2,Medium Risk,No,Improve consistency
STU2488,24,Male,EEE,109,722,27,2,0,0,0,185,High,55.27,Medium Risk,No,Improve consistency
STU2489,22,Male,ECE,204,135,16,3,0,0,0,241,Low,47.2,Medium Risk,No,Improve consistency
STU2490,18,Male,EEE,105,315,27,0,0,1,1,72,Low,79.8,High Risk,Yes,"Attend mentoring, increase activity"
STU2491,24,Male,IT,260,711,18,3,0,0,0,246,High,38.53,Low Risk,No,Maintain performance
STU2492,18,Female,IT,78,520,36,4,0,1,0,42,Low,60,Medium Risk,No,Improve consistency
STU2493,22,Male,CSE,175,98,22,2,0,0,0,222,Low,49.47,Medium Risk,No,Improve consistency
STU2494,23,Female,EEE,147,364,19,9,0,0,0,69,Low,41,Medium Risk,No,Improve consistency
STU2495,24,Female,ECE,170,637,12,1,0,1,0,11,Low,68.13,Medium Risk,No,Improve consistency
STU2496,20,Female,ECE,265,361,12,5,0,1,0,66,Low,47.47,Medium Risk,No,Improve consistency
STU2497,20,Male,EEE,225,698,42,7,0,0,0,296,High,20.8,Low Risk,No,Maintain performance
STU2498,20,Female,ECE,87,23,10,6,0,0,0,147,Low,60.4,Medium Risk,No,Improve consistency
STU2499,23,Female,IT,186,266,47,0,1,0,0,288,Low,47,Medium Risk,No,Improve consistency
STU2500,23,Female,ECE,14,218,14,3,0,0,0,223,Low,73.73,High Risk,Yes,"Attend mentoring, increase activity"
STU2501,22,Male,CSE,8,290,16,2,0,0,0,248,Low,75.33,High Risk,Yes,"Attend mentoring, increase activity"
STU2502,18,Male,IT,296,452,49,5,0,0,1,294,High,21.13,Low Risk,No,Maintain performance
STU2503,22,Female,IT,285,398,27,8,0,0,1,40,High,29.8,Low Risk,No,Maintain performance
STU2504,22,Male,IT,219,626,18,8,0,0,1,215,High,44,Medium Risk,No,Improve consistency
STU2505,23,Female,EEE,102,492,3,6,0,0,1,283,Low,72.6,High Risk,Yes,"Attend mentoring, increase activity"
STU2506,20,Female,EEE,105,156,21,8,0,0,0,20,Low,47.4,Medium Risk,No,Improve consistency
STU2507,19,Male,IT,13,288,21,7,1,0,0,56,Low,71.67,High Risk,Yes,"Attend mentoring, increase activity"
STU2508,18,Female,EEE,65,530,36,4,0,0,0,12,Low,51.73,Medium Risk,No,Improve consistency
STU2509,23,Male,ECE,150,639,38,8,1,0,0,139,High,41.2,Medium Risk,No,Improve consistency
STU2510,20,Male,EEE,67,615,33,6,0,0,0,81,Low,49.27,Medium Risk,No,Improve consistency
STU2511,24,Female,EEE,125,443,32,4,0,0,1,168,Low,56.13,Medium Risk,No,Improve consistency
STU2512,19,Male,IT,230,153,43,7,0,0,0,139,Low,19.53,Low Risk,No,Maintain performance
STU2513,19,Male,CSE,109,298,41,6,0,0,0,31,Low,38.87,Low Risk,No,Maintain performance
STU2514,23,Female,CSE,264,395,39,8,0,0,0,144,High,15.4,Low Risk,No,Maintain performance
STU2515,21,Female,CSE,259,23,32,9,0,0,0,29,Low,18.27,Low Risk,No,Maintain performance
STU2516,18,Male,ECE,211,266,11,0,1,1,0,229,Low,75.27,High Risk,Yes,"Attend mentoring, increase activity"
STU2517,19,Male,EEE,32,355,1,8,1,1,1,139,Low,99.13,High Risk,Yes,"Attend mentoring, increase activity"
STU2518,23,Female,CSE,174,707,27,6,0,0,0,41,High,38.6,Low Risk,No,Maintain performance
STU2519,23,Male,IT,80,354,9,0,0,0,1,99,Low,83.93,High Risk,Yes,"Attend mentoring, increase activity"
STU2520,20,Male,CSE,120,409,21,0,0,0,1,268,Low,71.4,High Risk,Yes,"Attend mentoring, increase activity"
STU2521,24,Male,CSE,73,216,16,4,0,0,0,258,Low,62.67,Medium Risk,No,Improve consistency
STU2522,21,Male,EEE,238,181,25,7,0,0,0,182,Low,29.27,Low Risk,No,Maintain performance
